"Realm","Character","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Limit Break Bonus","Mastery Bonus","Relic","Name (JP)","ID"
"VII","Genesis","Light of Doom","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Deathbringer (CC) (VII)","終焉の光","23470008"
"VII","Genesis","Woven Bond: Genesis (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Genesis)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Brave Suit (CC) (VII)","紡絆・ジェネシス炎","23470015"
"VII","Yuffie","Soaring Kunai","LBO","PHY","Single enemy","Physical","24.00","Water, Earth","2.50","Three single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [Physical Blink 1] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Black Garb (VII)","我流・飛苦無","22040020"
"VII","Shelke","Transparent Flash","LBO","PHY","Single enemy","Physical","32.00","Lightning","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [50% Damage Reduction Barrier 2] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Dragoon Lance (DoC) (VII)","無式・彩雷","22820010"
"VII","Shelke","Woven Bond: Shelke (Lightning)","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Shelke)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Luin (DoC) (VII)","紡絆・シェルク雷","22820020"
"VII","Angeal","True Unleashed Wrath","LBO","PHY","Single enemy","Physical","32.00","Wind, Holy","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Soul Sabre (CC) (VII)","真・憤怒の解放","22500011"
"VII","Red XIII","Comet Soar","LBO","BLK","Single enemy","Magical","120.00","Earth","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Diamant Barrette (VII)","コメットソア","20470016"
"VII","Red XIII","Woven Bond: Red XIII (Earth)","LBC","BLK","Single enemy","Magical","26.00","Earth, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Red XIII)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Crystal Barette (VII)","紡絆・レッドXIII地","20470023"
"VII","Sephiroth","Dark Illumination","LBO","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Blessed Armlet (VII)","闇照","20250027"
"VII","Sephiroth","Woven Bond: Sephiroth - Dark","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Sephiroth - Dark] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Gigas Chestplate (VII)","紡絆・セフィロス闇","20250035"
"VII","Barret","Volcanic Cannon","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Pilebunker (VII)","ボルカニックキャノン","20760019"
"VII","Barret","Woven Bond: Barret","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Barret)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Egoist's Armlet (VII)","紡絆・バレット","20760022"
"VII","Cloud","Guardian Choco-Mog","LBGS","NAT","Self","","","","0.01","Summons Choco-Moogle for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Last Stand], [Attach Wind 3 with Stacking] and [Damage Cap +20000] to Choco-Moogle","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Shura Gloves (VII)","Gチョコボ&モーグリ","20110036"
"VII","Cloud","Sonic Blade","LBO","PHY","Single enemy","Physical","32.00","Wind, Dark","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Demonslayer (VII)","ソニックブレード","20110038"
"VII","Cloud","Woven Bond: Cloud","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes to Dark/NE if the user has any Attach Dark, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode (Cloud)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Rudra Talwar (VII)","紡絆・クラウド","20110041"
"VII","Cloud","Woven Bond: Cloud (Wind)","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Cloud - Wind)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Aegis Shield (VII)","紡絆・クラウド風","20110048"
"VII","Zack","Woven Bond: Zack (Wind)","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Zack - Wind)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Falchion (CC) (VII)","紡絆・ザックス風","20660023"
"VII","Cid (VII)","Woven Bond: Cid (VII)","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single ranged jump attacks (0.80 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode (Cid Highwind)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Dragon Whisker (VII)","紡絆・シド(VII)","20830014"
"VII","Rufus","Woven Bond: Rufus","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode (Rufus)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Valiant R (VII)","紡絆・ルーファウス","22630013"
"VII","Rufus","Woven Bond: Rufus (Dark)","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Rufus - Dark)] and [Instant ATB 1] to the user
","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Procyon (VII)","紡絆・ルーファウス闇","22630020"
"VII","Rude","Woven Bond: Rude","LBC","NAT","Single enemy","Hybrid","-","Earth/Lightning, NE","0.01","Ten single ranged hybrid attacks (0.80 or 2.60 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode: Rude] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Titan's Gloves (VII)","紡絆・ルード","23010019"
"VII","Elena","Woven Bond: Elena","LBC","PHY","Single enemy","Physical","8.00","Fire, Lightning, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates VII Chain (max 150, field +0%) or adds 25 to the current VII Chain maximum limit, grants [Chain Force Mode: Elena] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Beret (VII)","紡絆・イリーナ","23020020"
"VIII","Rinoa","Angel Wing Permafrost","LBO","BLK","Single enemy","Magical","96.00","Ice, Earth","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Brynhildr (VIII)","ヴァリー・氷丘","20300022"
"VIII","Rinoa","Woven Bond: Rinoa","LBC","BLK","Single enemy","Magical","26.00","Ice, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates VIII Chain (max 150, field +0%) or adds 25 to the current VIII Chain maximum limit, grants [Chain Force Mode: Rinoa] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Tezcatlipoca (VIII)","紡絆・リノア","20300032"
"VIII","Rinoa","Woven Bond: Rinoa (Ice)","LBC","BLK","Single enemy","Magical","26.00","Ice, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Rinoa (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Chakram (VIII)","紡絆・リノア氷","20300046"
"VIII","Laguna","Tactical Frost","LBO","PHY","Single enemy","Physical","40.00","Ice","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Spica (VIII)","タクティカルフリーズ","22100018"
"VIII","Laguna","Woven Bond: Laguna - Ice","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Laguna - Ice] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Sadalmeliks (VIII)","紡絆・ラグナ氷","22100024"
"VIII","Kiros","Thirst for Life","LBO","PHY","Single enemy","Physical","32.00","Ice, Dark","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Shadow Maverick (VIII)","飽くなき人生","22990007"
"VIII","Ward","Woven Bond: Ward","LBC","PHY","Single enemy","Physical","8.00","Water, Ice, Earth, NE","0.01","Ten single attacks  (0.80 each) capped at 19999, activates VIII Chain (max 150, field +0%) or adds 25 to the current VIII Chain maximum limit, grants [Chain Force Mode: Ward] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Esthar Guise (VIII)","紡絆・ウォード","23000017"
"VIII","Raijin","Raijin Destruction Special","LBO","PHY","Single enemy","Physical","32.00","Lightning","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [Dual Blink 1] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Mjollnir (VIII)","秘技「壊・雷神飛竜昇」","22610011"
"VIII","Raijin","Woven Bond: Raijin (Lightning)","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks  (0.80 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode: Raijin (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Thor's Hammer (VIII)","紡絆・雷神雷","22610022"
"VIII","Ultimecia","Wind Raiment (Ultimecia)","LBG","NAT","All allies","","","","0.01","Grants [Attach Wind]","N","All allies","250","Wind Damage Up","MAG +10","Asura's Rod (VIII)","風装【アルティミシア】","23230016"
"VIII","Ultimecia","Woven Bond: Ultimecia (Wind)","LBC","BLK","Single enemy","Magical","26.00","Wind, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Ultimecia)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Assault (VIII)","紡絆・アルティミシア風","23230026"
"VIII","Edea","Frost Flash (Edea)","LBG","BLK","Single enemy","Magical","7.50","Ice, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","Ice Damage Up","MAG +10","Thornlet (VIII)","氷閃【イデア】","22200015"
"VIII","Edea","Woven Bond: Edea (Ice)","LBC","BLK","Single enemy","Magical","26.00","Ice, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Edea - Ice)] and [Instant ATB 1] to the user","N","Self","250","Limit Break Damage Up, Quick Cast 1","","Rune Rod (VIII)","紡絆・イデア氷","22200025"
"VIII","Quistis","Guardian Doomtrain","LBGS","NAT","Self","","","","0.01","Summons Doomtrain for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Poison 3 with Stacking] and [Damage Cap +20000] to Doomtrain","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Poison Whip (VIII)","Gグラシャラボラス","20500017"
"VIII","Quistis","Woven Bond: Quistis (Poison)","LBC","BLK","Single enemy","Magical","26.00","Poison, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Poison Chain (max 150, field +0%) or adds 25 to the current Poison Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Quistis (Poison)] and [Instant ATB 1] to the user","N","Self","250","Limit Break Damage Up, Quick Cast 1","","Thorn Lash (VIII)","紡絆・キスティス毒","20500031"
"VIII","Squall","Renzokuken Iceflame","LBO","PHY","Single enemy","Physical","32.00","Ice, Fire","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Stoneblade (VIII)","連続剣・IF","20350033"
"VIII","Squall","Woven Bond: Squall","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates VIII Chain (max 150, field +0%) or adds 25 to the current VIII Chain maximum limit, grants [Chain Force Mode: Squall] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Laevateinn (VIII)","紡絆・スコール","20350040"
"VIII","Squall","Woven Bond: Squall (Ice)","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Squall (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Plate Mail (VIII)","紡絆・スコール氷","20350050"
"VIII","Fujin","Kakeru","LBO","BLK","Single enemy","Magical","120.00","Wind","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Urubutsin (VIII)","翔","22600020"
"VIII","Fujin","Woven Bond: Fujin (Wind)","LBC","BLK","Single enemy","Magical","26.00","Wind","0.01","Ten single attacks (2.60 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Fujin - Wind)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Ninurta (VIII)","紡絆・風神風翔","22600022"
"VIII","Zell","Dolphin Kick","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Red Glove (VIII)","ドルフィンキック","20670020"
"VIII","Selphie","Woven Bond: Selphie","LBC","WHT","Single enemy","Magical","27.00","Holy, NE","0.01","Ten single attacks (2.70 each) capped at 19999, activates VIII Chain (max 150, field +0%) or adds 25 to the current VIII Chain maximum limit, grants [Chain Force Mode: Selphie] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Light Nunchaku (VIII)","紡絆・セルフィ","20510020"
"VIII","Irvine","Woven Bond: Irvine (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Irvine)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Brimstone Armlet (VIII)","紡絆・アーヴァイン炎","20410018"
"VIII","Irvine","Boosted Snipe","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Adaman Hat (VIII)","バーストスナイプ","20410022"
"VIII","Seifer","Woven Bond: Seifer (Dark)","LBC","PHY","Single enemy","Physical","8.00","Dark","2.50","Ten single attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Seifer - Dark)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Rune Blade (VIII)","紡絆・サイファー闇","20820025"
"VIII","Seifer","Forbidden Hellfire Strike","LBO","PHY","Single enemy","Physical","32.00","Dark, Fire","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Cross Claymore (VIII)","禁忌・獄炎剣","20820026"
"IX","Vivi","Elemental Ball","LBO","BLK","Single enemy","Magical","96.00","Fire, Ice, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","El Dorado (IX)","エレメントボール","20370017"
"IX","Vivi","Woven Bond: Vivi - Fire","LBC","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode: Vivi - Fire] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Flamescepter (IX)","紡絆・ビビ炎","20370037"
"IX","Zidane","Wind Raiment (Zidane)","LBG","NAT","All allies","","","","0.01","Grants [Attach Wind]","N","All allies","250","Wind Damage Up","ATK +10","Angel Bless (IX)","風装【ジタン】","20860017"
"IX","Zidane","Blast Flag","LBO","PHY","Single enemy","Physical","40.00","Wind","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Thief Hat (IX)","ブラストフラッグ","20860022"
"IX","Zidane","Woven Bond: Zidane","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode (Zidane)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Lufenian Dagger (IX)","紡絆・ジタン","20860028"
"IX","Garnet","Truespark Anthem","LBO","SUM","Single enemy","Magical","96.00","Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES, grants [HP Stock (3000)] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Crown Scepter (IX)","清廉なる奔雷の歌","20360017"
"IX","Garnet","Judgment Day","LBO","SUM","Single enemy","Magical","120.00","Holy","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Effulgent Cape (IX)","裁きの時","20360032"
"IX","Garnet","Woven Bond: Garnet (Lightning)","LBC","SUM","Single enemy","Magical","26.00","Lightning, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Garnet - Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Rainbow Robe (IX)","紡絆・ガーネット雷","20360038"
"IX","Steiner","Frostfire Thunder Carnage","LBO","PHY","Single enemy","Physical","32.00","Fire, Lightning, Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Maximillian (IX)","極大・氷炎雷鳴剣","20570016"
"IX","Steiner","Woven Bond: Steiner","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes to Ice/NE or Lightning/NE if the user has any Attach Ice or Attach Lightning, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode (Steiner)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Night Lotus (IX)","紡絆・スタイナー","20570026"
"IX","Steiner","Woven Bond: Steiner (Spellblade)","LBC","PHY","Single enemy","Physical","8.00","Fire, Lightning, Ice","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes to Ice/NE or Lightning/NE if the user has any Attach Ice or Attach Lightning, activates Spellblade Chain (max 150, field +0%) or adds 25 to the current Spellblade Chain maximum limit, grants [Chain Force Mode: Steiner (Spellblade)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Shamshir (IX)","紡絆・スタイナー天命","20570031"
"IX","Freya","Woven Bond (Freya)","LBC","PHY","Single enemy","Physical","","Wind, NE","0.01","Ten single jump attacks (? each) capped at 19999, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode (Freya)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・フライヤ","22110024"
"IX","Eiko","Guardian Madeen","LBGS","NAT","Self","","","","0.01","Summons Madeen for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Wind 3 with Stacking] and [Damage Cap +20000] to Madeen","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Summoner's Flute (IX)","Gマディーン","20620022"
"IX","Kuja","Force Requiem","LBO","BLK","Single enemy","Magical","120.00","Dark","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Rod of Death (IX)","フォースレクイエム","22240021"
"IX","Kuja","Woven Bond: Kuja - Dark","LBC","BLK","Single enemy","Magical","26.00","Dark, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode: Kuja - Dark] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Bone Plate (IX)","紡絆・クジャ闇","22240024"
"IX","Amarant","Bond Flash (Amarant)","LBG","NAT","All allies","","","","0.01","Grants [Quick Cast 2], grants [ATK, DEF, MAG and RES +30% (25s)] if 4+ FF9 allies are alive","N","All allies","0","Prismatic Damage Up","ATK +10","Power Wrist (IX)","絆閃【サラマンダー】","20870016"
"IX","Amarant","Woven Bond: Amarant (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Amarant - Fire)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Flame Claws (IX)","紡絆・サラマンダー炎","20870017"
"IX","Amarant","Red-hot Knuckle Blow","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Burning Knuckles (IX)","爆砕焔滅拳","20870021"
"IX","Amarant","Woven Bond: Amarant","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates IX Chain (max 150, field +0%) or adds 25 to the current IX Chain maximum limit, grants [Chain Force Mode (Amarant)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Brave Suit (IX)","紡絆・サラマンダー","20870023"
"IX","Beatrix","Woven Bond: Beatrix (Holy)","LBC","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Instant ATB 1] and [Chain Force Mode: Beatrix (Holy)] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Ambitious (IX)"," 紡絆・ベアトリクス聖","22050025"
"IX","Marcus","Turbulent Venom","LBO","PHY","Single enemy","Physical","40.00","Wind, Poison","3.75","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Phase Cutter (IX)","ベノムタービランス","23070012"
"IX","Marcus","Spiraling Flash (Marcus)","LBG","NAT","Single enemy","","","","0.01","Causes [Imperil Wind 40% (5s)] and [Imperil Poison 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","Wind Damage Up, Poison Damage Up","ATK +10","Gigas Armlet (IX)","降閃【マーカス】","23070013"
