"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"VII","Angeal","","White-Winged SOLDIER","SASB","PHY","Single enemy","Physical","9.00","Wind, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [40% Damage Reduction Barrier 2] and [Last Stand] to all allies, grants [Synchro Mode], [Damage Cap +10000], [Linked Materia Mode III (Wind/Holy)], [Boundless Dreams Follow-Up] and Fierce Pride +1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Greatsword (CC) (VII)","白き片翼のソルジャー","22500010"
"VII","Angeal","","Burden of Pride","AASB","PHY","Single enemy","Physical","9.00","Wind, Holy, NE","2.50","Fifteen single attacks (0.60 each), grants [Awoken Pride], [Damage Cap +10000], [Linked Materia Mode (Wind/Holy)], [Dream Herald Mode], [Dream Herald Quick Cast] and [Dream Herald Critical Damage +50%] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Durandal (CC) (VII)","背負いし誇り","22500012"
"VII","Angeal","","Warrior's Dignity","Glint+","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Wind/Holy)] and [High Quick Cast 1]","N","Self","0","ATK +10","","Diamond Chestplate (CC) (VII)","誇り抱きし戦士","22500013"
"VII","Angeal","","Awoken Pride and Ambition","DASB","PHY","Single enemy","Physical","6.30","Wind, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Linked Materia Mode II (Wind/Holy)], [Damage Cap +10000], [Dual Awoken Pride Mode I (Angeal)] and [(Wind/Holy) Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Twilight Steel (CC) (VII)","覚醒夢と誇りと","22500014"
"VII","Angeal","","Awoken Pride and Ambition (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Pride Mode II (Angeal)], grant [100% Critical 3] and [Wind/Holy Ability Instant Cast 3] if 4+ FF7 allies are alive, removes [Dual Awoken Pride Mode I (Angeal)] from the user","N","Self","0","","","Twilight Steel (CC) (VII)","覚醒夢と誇りと","22500014"
"VII","Angeal","","Succession (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Linked Materia Mode (Wind/Holy)], [Damage Cap +10000], [Arcane Dyad Empowered: Angeal], [Succession Damage Tracker] and [Succession Level]","N","Self","0","","Stat Boon","Ultima Weapon (CC) (VII)","継承","22500016"
"VII","Angeal","","Succession","ADSB","PHY","Single enemy","Physical","30.00","Wind, Holy, NE","2.50","Twenty single attacks (1.00/1.10 each) capped at 9999/19999, followed by one single attack (10.00/11.00) capped at 99999 at Succession level 0/1, removes Arcane Dyad Empowered: Angeal from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Ultima Weapon (CC) (VII)","継承","22500016"
"VII","Angeal","","Zenith SOLDIER's Peak","ZSB","PHY","Single enemy","Physical","6.30","Wind, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Wind 2 with Stacking]/[Attach Holy 2 with Stacking] based on element of entry damage, [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Angeal] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Hyperion (CC) (VII)","究極ソルジャーの頂","22500019"
"VII","Angeal","","Divine Might: Angeal","OZSB","PHY","Single enemy","Physical","51.20","Wind/Holy","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Wind or Holy abilities on allies/5+ Wind or Holy abilities on allies and 2+ allies with Attach Wind or Holy","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Obelisk (CC) (VII)","神威・アンジール","22500020"
"VII","Angeal","","Awoken Unleashed Wrath","DASB","PHY","Single enemy","Physical","6.30","Wind, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [ATK and MAG +30%, DEF and RES +25% (25s)]/[ATK and MND +30%, DEF and RES +25% (25s)] to all allies with 0-3/4+ Knight allies in the party, grants [Damage Cap +10000], [Dual Awoken Pride Mode I: Angeal v2] and [(Wind/Holy) Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Variable Steel (CC) (VII)","覚醒憤怒の解放","22500021"
"VII","Angeal","","Awoken Unleashed Wrath (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1], [Linked Materia Mode II (Wind/Holy)] and [Dual Awoken Pride Mode II: Angeal v2] to the user","N","Self","0","","","Variable Steel (CC) (VII)","覚醒憤怒の解放","22500021"
"VII","Angeal","","Continuous Flash: Angeal","Glint++","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Wind/Holy)], [Soul Break Gauge +250] and [Instant ATB 1] to the user","N","Self","0","","Wind/Holy Damage Up, DRB","Double Cross Variable Steel (CC) (VII)","連閃・アンジール","22500023"
"VII","Rufus","","President's Predilection","Default","NAT","Self","","","","2.50","Grants [Protect] and [Shell]","N","Self","250","","","-","プレジデントの嗜み","22630002"
"VII","Rufus","","Mako Barrage","SSB","PHY","All enemies","Physical","7.74","Dark, NE","2.50","Six group ranged attacks (0.78~1.29 each scaling with targets), causes [Imperil Dark 20%] for 25 seconds","N","All enemies","500","ATK +10","","Combat Shotgun (VII)","魔晄銃","22630001"
"VII","Rufus","","President's Scorn","BSB","PHY","All enemies","Physical","7.76","Dark, NE","2.50","Eight group ranged attacks (0.49~0.97 each scaling with targets), causes [Imperil Dark 20%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Riot Rifle (VII)","プレジデントの嘲笑","22630003"
"VII","Rufus","","Recreant Son","AASB","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Attach Dark], [Awoken Dark], [Damage Cap +10000] and [Ground Dive Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Premium Wristwatch (VII)","気づけよ親不孝者","22630004"
"VII","Rufus","","Mako Cannon","USB","PHY","Random enemies","Physical","7.10","Dark, NE","2.50","Ten random ranged attacks (0.71 each), causes [Imperil Dark 20%] for 25 seconds, grants [Dark Ray Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","","Winchester R (VII)","魔晄キャノン","22630005"
"VII","Rufus","","Reign of Terror","Glint","PHY","All enemies","Physical","2.64","Dark, NE","0.01","Six group ranged attacks (0.44 each), [MAG -50%] for 15 seconds, removes positive effects","N","All enemies","250","ATK +10","","Shortbarrel R (VII)","レイン・オブ・テラー","22630006"
"VII","Rufus","","Presidential Power","SASB","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Attach Dark 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and Mako Ammo +4","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Capella-R (VII)","新社長の支配力","22630007"
"VII","Rufus","","Ambitious Vice","Glint+","NAT","Self","","","","0.01","Grants [Attach Dark with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Escort Guard (VII)","副社長の野心","22630008"
"VII","Rufus","","Awoken President's Scorn","DASB","PHY","Single enemy","Physical","6.30","Dark, NE","2.50","Seven single ranged attacks (0.90 each) capped at 19999, grants [Attach Dark with Stacking], [Damage Cap +10000], [Dual Awoken Dark Mode I (Rufus)] and [Dark Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","White Mask (VII)","覚醒プレジデントの嘲笑","22630011"
"VII","Rufus","","Awoken President's Scorn (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Dark Mode II (Rufus)], removes [Dual Awoken Dark Mode I (Rufus)]","N","Self","0","","","White Mask (VII)","覚醒プレジデントの嘲笑","22630011"
"VII","Rufus","","Apex Mako Cannon (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Dark with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Rufus], [Apex Mako Cannon Damage Tracker] and [Apex Mako Cannon Level]","N","Self","0","","Stat Boon","Ulysses R (VII)","魔晄キャノン・極","22630014"
"VII","Rufus","","Apex Mako Cannon","ADSB","PHY","Single enemy","Physical","30.00","Dark, NE","2.50","Twenty single ranged attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single ranged attack (10.00/11.00/12.00) capped at 99999 at Apex Mako Cannon level 0/1/2, removes Arcane Dyad Empowered: Rufus from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Ulysses R (VII)","魔晄キャノン・極","22630014"
"VII","Rufus","","President's Prospects","AASB","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), causes [DEF, RES and MND -70% (8s)] if 0-3 FF7 allies are alive, grants [ATK, DEF, MAG and RES +30% (8s)] to all allies if 4+ FF7 are alive, grants [Attach Dark with Stacking], [Awoken Charismatic Ambition] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Altair R (VII)","若きプレジデントの実力","22630017"
"VII","Rufus","","Zenith Reign of Terror","ZSB","PHY","SIngle enemy","Physical","6.30","Dark, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Dark 3 with Stacking], [Zenith Mode], [Zenith Mode: Rufus (Dark)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Fomalhaut (VII)","究極レインオブテラー","22630018"
"VII","Rufus","","Terrifying New President","SASB","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Attach Dark 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Shadow Authoritarian Mode]","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Exeter (VII)","恐怖の新社長","22630019"
"VII","Rufus","","Continuous Flash: Rufus (Dark)","Glint++","NAT","Self","","","","0.01","Causes [Imperil Dark 20% (25s)] to the target, grants [Instant Cast 1] and [200% ATB 1] to the user","N","Self","0","","Dark Damage Up, DRB","Bismarch (VII)","連閃・ルーファウス闇","22630021"
"VII","Shelke","","Quick Flurry","Default","PHY","Single enemy","Physical","1.50","-","2.50","Three single attacks (0.50 each)","N","Lowest HP% enemy","250","","","-","高速突き","22820003"
"VII","Shelke","","Synaptic Net Dive","BSB","PHY","Random enemies","Physical","7.00","Lightning, NE","0.01","Ten random attacks (0.70 each), [ATK, DEF, MAG, RES and MND -30%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","Random enemies","500","ATK +10","","Spear (DoC) (VII)","SND","22820001"
"VII","Shelke","","Countertek","SSB","WHT","All enemies","","","","2.50","Removes positive effects, removes negative effects to all allies, grants [High Regen] to all allies","N","All enemies","500","ATK +10","","Shelke's Gloves (DoC) (VII)","テクニカルキャンセル","22820004"
"VII","Shelke","","Transparent Glimmer","USB","PHY","Random enemies","Physical","6.30","Lightning, NE","0.01","Ten single attacks (0.63 each), [ATK and DEF -50%] for 25 seconds, grants [Physical Blink 1] to all allies, grants [Technical Spark Follow-Up] to the user","N","Random enemies","500","ATK +10","","Shelke's Guise (DoC) (VII)","無式・連閃","22820005"
"VII","Shelke","","Technical Defense","Glint","NAT","All allies","","","","0.01","Grants [75% Damage Reduction Barrier 1] and [Haste]","N","All allies","250","ATK +10","","Partisan (DoC) (VII)","テクニカルディフェンス","22820006"
"VII","Shelke","","Transparent Bolt","AASB","PHY","Single enemy","Physical","9.00","Lightning, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Lightning], [Awoken Stormborn], [Damage Cap +10000], and [Transparent Thunderclap Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Radiant Lance (DoC) (VII)","無式・迅雷","22820007"
"VII","Shelke","","Synaptic Current","CSB","NAT","All allies","","","","2.50","Activates Lightning Chain (max 150, field +50%), [ATK +50%] for 25 seconds","N","All allies","500","ATK +10","","Viper Halberd (DoC) (VII)","エレクトリックコネクト","22820008"
"VII","Shelke","","Transparent Thunder","SASB","PHY","Single enemy","Physical","9.00","Lightning, NE","2.50","FIfteen single attacks (0.60 each), grants [Attach Lightning 3 with Stacking], [Synchro Mode] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Spirit Lance (DoC) (VII)","無式・轟雷","22820009"
"VII","Shelke","","Transparent Spark","USB","PHY","Single enemy","Physical","6.30","Lightning, NE","0.01","Ten single attacks (0.63 each), grants [Attach Lightning with Stacking] and [Lightning Crash Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","","Javelin (DoC) (VII)","無式・雷閃","22820011"
"VII","Shelke","","Amber Eyes","Glint+","NAT","Self","","","","0.01","Grants [Attach Lightning with Stacking] and [Instant Cast 1]","N","Self","0","ATK +10","","Trident (DoC) (VII)","無式の橙瞳","22820012"
"VII","Shelke","","Apex Synaptic Net Dive (Engaged)","ADSB","NAT","Single enemy","","","","0.01","Causes [Imperil Lightning 20% (15s)], grants [Buff Lightning 20% (15s)] to all allies, grants [Arcane Dyad Empowered: Shelke], [Apex Synaptic Net Dive Ability Tracker] and [Apex Synaptic Net Dive Level] to the user","N","Lowest HP% enemy","0","","Stat Boon","Spear+ (DoC) (VII)","SND・極","22820013"
"VII","Shelke","","Apex Synaptic Net Dive","ADSB","PHY","Single enemy","Physical","20.00","Lightning, NE","2.50","Ten single attacks (1.00/1.10 each) capped at 9999/19999, followed by one single attack (10.00/11.00) capped at 99999 at Apex Synaptic Net Dive level 0/1, grants [Instant Cast 1] to all allies, removes Arcane Dyad Empowered: Shelke from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Spear+ (DoC) (VII)","SND・極","22820013"
"VII","Shelke","","Transparent Gleam","SASB","PHY","Single enemy","Physical","9.00","Lightning, NE","2.50","FIfteen single attacks (0.60 each), grants [Attach Lightning 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Soul Break Gauge +500] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Flayer (DoC) (VII)","無式・閃刃","22820016"
"VII","Shelke","","Transparent Fulmination","AASB","PHY","Single enemy","Physical","9.00","Lightning, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Lightning], [Awoken Tsviets] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Mast Ax (DoC) (VII)","無式・透雷","22820017"
"VII","Shelke","","Awoken Transparent Glimmer","DASB","PHY","Single enemy","Physical","6.30","Lightning, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Lightning with Stacking], [Damage Cap +10000], [Dual Awoken Stormborn Mode I (Shelke)] and [Celerity/Support Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Taming Spear (DoC) (VII)","覚醒無式・連閃","22820018"
"VII","Shelke","","Awoken Transparent Glimmer (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Stormborn Mode II (Shelke)]","N","Self","0","","","Taming Spear (DoC) (VII)","覚醒無式・連閃","22820018"
"VII","Shelke","","Technical Plunge","Glint+","NAT","All enemies","","","","0.01","Causes [DEF, RES and MND -70% (8s)], grants [Instant Cast 1] to the user","N","All enemies","0","ATK +10","","Silver Chestplate (DoC) (VII)","テクニカルダウン","22820021"
"VII","Shelke","","Zenith Synaptic Net Dive","ZSB","PHY","Single enemy","Physical","6.30","Lightning, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [200% ATB 1] and [100% Critical] for 25 seconds to all allies with Attach Lightning, grants grants [Zenith Mode], [Zenith Mode: Shelke (Lightning)], [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Prism Spear (DoC) (VII)","究極SND","22820022"
"VII","Rude","","Grand Spark","Default","NAT","Single enemy","Magical","2.00","-","2.50","One single attack (2.00)","N","Lowest HP% enemy","250","","","-","地走り","23010003"
"VII","Rude","","Ultimate Grand Spark","BSB","NAT","Single enemy","Hybrid","-","Earth, NE","2.50","Ten single hybrid attacks (0.66 or 1.19 each), grants [Haste], [Attach Earth] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Rude's Gloves (VII)","真・地走り","23010001"
"VII","Rude","","Secret Desire","SSB","NAT","All allies","","","","2.50","Grants [Protect], [Shell] and [Last Stand]","N","All allies","500","ATK +5, MAG +5","","Enhanced Leather Gloves (VII)","秘めたる慕情","23010002"
"VII","Rude","","Chain Grand Spark","USB","NAT","Single enemy","Hybrid","-","Earth, NE","2.50","Ten single hybrid attacks (0.71 or 1.70 each), grants [Attach Earth], [High Quick Cast] and [Chain Grand Spark Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Combat Gloves (VII)","連・地走り","23010004"
"VII","Rude","","Masterful Control","Glint","NAT","All allies","","","","0.01","Grants [Protect], [Shell] and [High Regen]","N","All allies","250","ATK +5, MAG +5","","Battle Gloves (VII)","いぶし銀の巧手","23010005"
"VII","Rude","","Chain of Stone","CSB","NAT","All allies","","","","2.50","Activates Earth Chain (max 99, field +20%)","N","All allies","500","","","Chakra Band (VII)","チェインオブストーン","23010006"
"VII","Rude","","Earthwalker Conduction","AASB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Awoken Stoic Sunglasses], [Damage Cap +10000], [Linked Materia Mode II (Earth/Lightning)] and [Deeds Not Words Mode] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Scarface (VII)","招雷・地走り","23010007"
"VII","Rude","","Rising Headbutt","AOSB","NAT","Single enemy","Hybrid","-","Earth, Lightning","2.50","Three single hybrid ranged attacks (8.00 or 26.50 each) capped at 99999","N","Lowest HP% enemy","750","ATK +5, MAG +5","Damage Up, SB Gauge Down","Combat Apparatus (VII)","ライジングヘッドバット","23010008"
"VII","Rude","","Spare Sunglasses","Glint+","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Earth/Lightning)] and [High Quick Cast 1]","N","Self","0","ATK +5, MAG +5","","Modified Metal Knuckle (VII)","予備のサングラス","23010009"
"VII","Rude","","Awoken Ultimate Grand Spark","DASB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Seven single ranged hybrid attacks (0.90 or 3.05 each) capped at 19999, grants [Critical Chance +50% (25s)] or [MAG and RES +30% (25s)], [Linked Materia Mode II (Earth/Lightning)], [Damage Cap +10000], [Dual Awoken Stoic Sunglasses Mode I (Rude)] and [Earth/Lightning Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Cross Knuckles (VII)","覚醒真・地走り","23010011"
"VII","Rude","","Awoken Ultimate Grand Spark (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Stoic Sunglasses Mode II (Rude)]","N","Self","0","","","Cross Knuckles (VII)","覚醒真・地走り","23010011"
"VII","Rude","","Apex Grand Spark (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Linked Materia Mode (Earth/Lightning)], [Damage Cap +10000], [Arcane Dyad Empowered: Rude], [Apex Grand Spark Damage Tracker] and [Apex Grand Spark Level]","N","Self","0","","Stat Boon","Sonic Knuckles (VII)","地走り・極","23010013"
"VII","Rude","","Apex Grand Spark","ADSB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Twenty single hybrid ranged attacks (1.00/1.10 or 3.15/3.50 each) capped at 9999/19999, followed by one single hybrid ranged attack (10.00/11.00 or 34.60/38.06) capped at 99999 at Apex Grand Spark level 0/1, removes Arcane Dyad Empowered: Rude from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Sonic Knuckles (VII)","地走り・極","23010013"
"VII","Rude","","Thunderstone","SASB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Linked Materia Mode III (Earth/Lightning)], [Synchro Mode], [Damage Cap +10000] and [Dynamite Duo Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Enyo's Breastplate (VII)","サンダーストーン","23010016"
"VII","Rude","","Zenith Thunderstone","ZSB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Seven single ranged hybrid attacks (0.90 or 3.05 each) capped at 19999, grants [Attach Earth 2 with Stacking]/[Attach Lightning 2 with Stacking] based on entry element damage, [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Rude] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Maverick (VII)","究極サンダーストーン","23010017"
"VII","Rude","","Divine Might: Rude","OZSB","NAT","Single enemy","Hybrid","-","Earth/Lightning","2.50","Seven single ranged hybrid attacks (2.6/2.8/2.9/3.0 or 8.60/9.30/9.65/10.00 each) capped at 19999/29999/49999/59999, followed by three single ranged hybrid piercing attacks (11.0 or 31.0 each) capped at 99999. Multiplier/cap requirements: 0-1/2-3/4/5 Monk or VII allies","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Buster Glove (VII)","神威・ルード","23010018"
"VII","Rude","","Grand Sparkfall","AASB","NAT","Single enemy","Hybrid","-","Earth, Lightning, NE","2.50","Fifteen single hybrid ranged attacks (0.60 or 1.50 each), grants [Quick Cast 1] and [Weakness +9% Boost]/ [Quick Cast] and [Weakness +30% Boost]/ [Quick Cast], [Weakness +30% Boost] and [ATK and MAG +15%, DEF and RES +25% (8s)] to all allies if there are 0-3/4/5 VII allies in the party, grants [Damage Cap +10000], [Awoken Stoic Sunglasses] and [Linked Materia Mode II (Earth/Lightning)] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Warmonger (VII)","降雷・地走り","23010020"
"VII","Rude","","Continuous Flash: Rude","Glint++","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Earth/Lightning)], [Soul Break Gauge +250] and [200% ATB 1] to the user","N","Self","","","Earth/Lightning Damage Up, DRB","Platinum Knuckles (VII)","連閃・ルード","23010021"
"VII","Elena","","Bewilder","Default","NAT","Single enemy","","","","2.50","Causes [Confuse] (100%)","N","Random enemy without status","250","","","-","魅惑","23020003"
"VII","Elena","","Elite Operator","BSB","PHY","All enemies","Physical","5.20","Fire, NE","0.01","Eight group ranged attacks (0.65 each), causes [Imperil Fire 20%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Research Dept. Pistol (VII)","エリートの意地と心意気","23020001"
"VII","Elena","","Rookie Turk","SSB","PHY","Random enemies","Physical","7.76","Fire, NE","2.50","Eight random ranged attacks (0.97 each), grants [Attach Fire] to the user","N","Random enemies","500","ATK +10","","Elena Special (VII)","タークス・ルーキー","23020002"
"VII","Elena","","Special Bomb","USB","NAT","All allies","","","","2.50","Grants [Haste] and [Critical Chance 50%], [ATK and RES +30%] to all allies for 25 seconds, grants [Turk Pistol Follow-Up] to the user","N","All allies","500","ATK +10","","Magnum (VII)","スペシャルボム","23020004"
"VII","Elena","","Sudden Bombardment","Glint","PHY","Single enemy","Physical","3.12","Fire, NE","0.01","Six single ranged attacks (0.52 each), grants [Attach Fire Stacking] and [Attach Fire] to the user","N","Lowest HP% enemy","250","ATK +10","","Elena's Suit (VII)","爆撃奇襲","23020005"
"VII","Elena","","Chain of Fire","CSB","NAT","All allies","","","","2.50","Activates Fire Chain (max 99, field +20%)","N","All allies","500","","","Hornito (VII)","チェインオブファイア","23020006"
"VII","Elena","","Exemplary Turks","AASB","PHY","Single enemy","Physical","9.00","Fire, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Awoken Turks Recruit], [Damage Cap +10000], [Instant Cast 1], [Linked Materia Mode (Fire/Lightning)] and [Rookie Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Fumarole (VII)","立派なタークス","23020007"
"VII","Elena","","Rookie Rampage","AOSB","PHY","Single enemy","Physical","24.00","Fire, Lightning","2.50","Three single ranged attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Green Beret (VII)","暴走ルーキー","23020008"
"VII","Elena","","Endless Fascination","USB","PHY","Single enemy","Physical","7.00","Fire, Lightning, NE","2.50","Ten single ranged attacks (0.70 each), removes positive effects, grants [Physical High Quick Cast 2] to all allies, grants [Linked Materia Mode II (Fire/Lightning)] to the user","N","Lowest HP% enemy","500","ATK +10","","Balaclava (VII)","ファッシネイション","23020009"
"VII","Elena","","Super Sneak Attack","Glint+","NAT","Self","","","","0.01","Grants [Linked Materia Mode II (Fire/Lightning)] and [High Quick Cast 1]","N","Self","0","ATK +10","","Grenade (VII)","超不意打ち","23020010"
"VII","Elena","","Awoken Rookie Turk","DASB","PHY","Single enemy","Physical","6.30","Fire, Lightning, NE","2.50","Seven single ranged attacks (0.90 each) capped at 19999, grants [50% Critical (15s)]/[100% Critical (15s)] to all allies if 1/2 of Reno and Rude are alive, grants [Linked Materia Mode II (Fire/Lightning)], [Damage Cap +10000], [Dual Awoken Turks Recruit Mode I (Elena)], [Fire/Lightning Resonance +3% Boost] and [Weakness Resonance +3% Boost] to the user, grants [Weakness Resonance +3% Boost] to Reno and Rude","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Tumulus (VII)","覚醒タークス・ルーキー","23020011"
"VII","Elena","","Awoken Rookie Turk (Dual Shift)","DASB","NAT","Single enemy","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Turks Recruit Mode II (Elena)] to the user, removes [Dual Awoken Turks Recruit Mode I (Elena)] from the user","N","Lowest HP% enemy","0","","","Tumulus (VII)","覚醒タークス・ルーキー","23020011"
"VII","Elena","","Conductive Blast","SASB","PHY","Single enemy","Physical","9.00","Fire, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Linked Materia Mode III (Fire/Lightning)], [Synchro Mode] and [Damage Cap +10000] to the user, grants Rookie Ringer +1/2 to the user if 0/1+ of Reno or Rude are alive, grants [Buff Prismatic 10% (15s)]/[Buff Prismatic 20% (15s)]/[Buff Prismatic 30% (15s)] to all allies if 0-1/2/3+ FF7 allies are alive","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Antares (VII)","電導爆発","23020013"
"VII","Elena","","Rookie Sneak Attack","AASB","PHY","Single enemy","Physical","9.00","Fire, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Linked Materia Mode (Fire/Lightning)], [Awoken Eager Elite Mode] and [Damage Cap +10000] to the user, grants [Damage Cap +10000] to Reno, Rude and the user if Reno is alive, grants [Fire/Earth/Lightning Ability +30% Boost (15s)] to all allies if Reno is alive, grants [Quick Cast] to all allies if Rude is alive","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Smoke Hood (VII)","新人の不意打ち","23020014"
"VII","Elena","","Apex Sparkcharged Bombardment (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Linked Materia Mode (Fire/Lightning)], [Damage Cap +10000], [Arcane Dyad Empowered: Elena], [Apex Sparkcharged Bombardment Damage Tracker] and [Apex Sparkcharged Bombardment Level]","N","Self","0","","Stat Boon","Caldera (VII)","電導爆発・極","23020015"
