"Character","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID"
"Reno","Turk Triad","","Trine Combo","PHY","Single enemy","Physical","0.52","Lightning, NE","1.65","1/2/3/4/5/6/7/8 single ranged attacks (0.52 each) scaling with uses","Y","Lowest HP% enemy","50","Combat","トラインコンボ","30510632"
"Reno","Turk Triad","","Stun Rod","PHY","Single enemy","Physical","1.96","Lightning, NE","1.65","Four single ranged attacks (0.49 each), causes [Stun] (9%)","Y","Lowest HP% enemy","50","Combat","スタンロッド","30510631"
"Angeal","Unleashed Wrath","","End of Gluttony","NAT","Self","","","","1.65","Grants [Wings of White] and [Quick Cast 3]","Y","Self","50","Knight","暴食の結末","30512701"
"Angeal","Unleashed Wrath","","End of Gluttony (S)","PHY","Single enemy","Physical","3.42","Holy, Wind","1.65","Six single attacks (0.57 each), 50% additional critical damage, removes [Wings of White] to the user","Y","Lowest HP% enemy","50","Knight","暴食の結末","30512701"
"Angeal","Unleashed Wrath","","Charge of Greed","PHY","Single enemy","Physical","2.28","Holy, Wind","1.65","Four single attacks (0.57 each)","Y","Lowest HP% enemy","50","Knight","貪欲なる突進","30512702"
"Angeal","Unleashed Wrath","","Charge of Greed (S)","PHY","Single enemy","Physical","2.85","Holy, Wind","1.65","Five single attacks (0.57 each)","Y","Lowest HP% enemy","50","Knight","貪欲なる突進","30512702"
"Rufus","President's Scorn","","Triple Mako Shot","PHY","Single enemy","Physical","1.71","Dark, NE","1.65","Three single ranged attacks (0.57 each), grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Sharpshooter","流速三連魔晄弾","30512021"
"Rufus","President's Scorn","","President's Gambit","PHY","All enemies","Physical","1.00","Dark, NE","1.65","Two group ranged attacks (0.50 each), 20% chance to cause [Imperil Dark 10%] for 15 seconds","Y","All enemies","50","Sharpshooter","統率者の策略","30512022"
"Shelke","Synaptic Net Dive","","Magemash Pierce","PHY","Single enemy","Physical","1.80","Lightning, NE","0.83","One single attack (1.80), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","ハードブレイクピアス","30511681"
"Shelke","Synaptic Net Dive","","Debilitating Stab","PHY","Single enemy","Physical","1.80","Lightning, NE","0.83","One single attack (1.80), [MND -40%] for 15 seconds","Y","Random enemy without status","50","Support","ウィークネススタブ","30511682"
"Rude","Ultimate Grand Spark","","Ground Surge","NAT","Single enemy","Hybrid","-","Earth, NE","1.65","Four single hybrid attacks (0.63 or 2.62 each)","Y","Lowest HP% enemy","50","Special","グラウンドサージ","30512041"
"Rude","Ultimate Grand Spark","","Materia Charge","NAT","Single ally","","","","1.65","Restores HP for 40% of the target's maximum HP, grants [Stitch in Time] to the user","Y","Lowest HP% ally","50","Special","マテリアチャージ","30512042"
"Elena","Elite Operator","","Try this on for size!","PHY","Single enemy","Physical","1.88","Fire, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Sharpshooter","これをおみまいよ！","30512051"
"Elena","Elite Operator","","Take THIS!","PHY","All enemies","Physical","1.10","Fire, NE","0.83","Two group ranged attacks (0.55 each), causes [Confuse] (24%)","Y","All enemies","50","Sharpshooter","これでもくらえっ！","30512052"
"Squall","Lion's Roar","","Renzokuken Flame","PHY","Single enemy","Physical","2.52","Fire, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Combat","連続剣・炎","30510031"
"Squall","Lion's Roar","","Renzokuken Wind","PHY","Single enemy","Physical","2.52","Wind, NE","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Combat","連続剣・風","30510032"
"Squall","Steely Blade","","Draw & Junction","PHY","Single enemy","Physical","0.80","Ice, NE","1.65","Two single attacks (0.40 each)","Y","Lowest HP% enemy","50","Spellblade","ドロー&ジャンクション","30511411"
"Squall","Steely Blade","","Löwen Roar","PHY","Single enemy","Physical","2.16","Ice, NE","1.65","4/5/6/7 single attacks (0.54/0.89/1.05/1.25 each) scaling with Draw & Junction uses, 0/5/10/25% additional critical chance","Y","Lowest HP% enemy","50","Spellblade","レーヴェ・ロアー","30511412"
"Squall","Revolver Drive","","Draw & Triple J","PHY","Single enemy","Physical","0.80","Fire, NE","1.65","Two single attacks (0.40 each)","Y","Lowest HP% enemy","50","Spellblade","ドロー&トリプルJ","30513201"
"Squall","Revolver Drive","","Löwen Herz","PHY","Single enemy","Physical","2.16","Fire, NE","1.65","4/5/6/7 single attacks (0.54/0.89/1.05/1.25 each) scaling with Draw & Triple J uses, 0/5/10/25% additional critical chance","Y","Lowest HP% enemy","50","Spellblade","レーヴェン・ヘルツ","30513202"
"Rinoa","Sorceress's Awakening","","Truespell Stonefall","BLK","Single enemy","Magical","10.48","Earth, NE","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","真の魔法・崩岩","30510111"
"Rinoa","Sorceress's Awakening","","Truespell Iceraze","BLK","Single enemy","Magical","10.48","Ice, NE","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","真の魔法・氷滅","30510112"
"Rinoa","Angel Wing Ice Shards","","Realm of Ice","BLK","Single enemy","Magical","10.20","Ice, NE","1.65","Four single attacks (2.00/2.25/2.55 each) at 650/1200 MAG","Y","Lowest HP% enemy","50","Black Magic","真の魔法・凍界","30511671"
"Rinoa","Angel Wing Ice Shards","","Betrayal of Magic","NAT","Single enemy","","","","1.65","[MAG -40%] for 20 seconds, [MAG +30%] to the user for 20 seconds","N","Random enemy without status","50","Witch","真の魔法・魔壊","30511672"
"Quistis","Hail to the Queen","","Cloying Fragrance","BLK","Single enemy","Magical","8.68","Poison, NE","1.65","Four single attacks (2.17 each), causes [Poison] (7%), [Blind] (7%), [Silence] (7%) and [Confuse] (7%)","Y","Lowest HP% enemy","50","Black Magic","スイートフレグランス","30510561"
"Quistis","Hail to the Queen","","Vile Ichor","BLK","All enemies","Magical","6.18","Poison, NE","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","デンジャラスリキッド","30510562"
"Zell","Duelist","","Headlong Rush","PHY","Single enemy","Physical","2.52","NE","1.65","Four single attacks (0.63 each), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","50","Combat","無鉄砲ラッシュ","30510551"
"Zell","Duelist","","Lightning Reflexes","PHY","Single enemy","Physical","1.92","NE","1.65","Four single attacks (0.48 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","50","Combat","脊髄反射コンボ","30510552"
"Zell","Fiery Meteor Barret","","Flame Rush","PHY","Single enemy","Physical","2.16","Fire, NE","1.65","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Monk","フレイムラッシュ","30512331"
"Zell","Fiery Meteor Barret","","Spirit Beatdown","PHY","Single enemy","Physical","1.68","Fire, NE","1.65","Three single attacks (0.56 each), grants [Monk +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Monk","スピリッツビート","30512332"
"Selphie","Strange Vision","","Prayer for Home","WHT","Single","Magical","4.00","Holy","1.65","Restores HP (105), grants [High Regen], damages undeads","Y","Lowest HP% ally","50","White Magic","郷愁の祈り","30510281"
"Selphie","Strange Vision","","Moonstone","WHT","Single enemy","Magical","10.50","Holy","1.65","Two single attacks (5.25 each), removes positive effects","Y","Lowest HP% enemy","50","White Magic","ムーンストーン","30510282"
"Selphie","Reality or Truth","","Crescent Heal","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","クレセントヒール","30512361"
"Selphie","Reality or Truth","","Tiny Heal","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","プチケア","30512362"
"Irvine","Flame Shot","","Blade Snipe","PHY","Single enemy","Physical","2.10","NE","1.65","One single ranged attack (2.10), [ATK and RES -20%] for 15 seconds","Y","Random enemy","50","Support","アタックスナイプ","30511402"
"Irvine","Flame Shot","","Mage Snipe","PHY","Single enemy","Physical","2.10","NE","1.65","One single ranged attack (2.10), [DEF and MAG -20%] for 15 seconds","Y","Random enemy","50","Support","マジックスナイプ","30511401"
"Irvine","Hyper Canister","","Quickening Flame","PHY","Single enemy","Physical","1.88","Fire, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Sharpshooter","クイック&フレイム","30512341"
"Irvine","Hyper Canister","","Reloading Flame","PHY","Single enemy","Physical","1.60","Fire, NE","1.65","Two single ranged attacks (0.80 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Sharpshooter","リロード&フレイム","30512342"
"Seifer","Sorceress's Knight","","Desperate Madness","PHY","Single enemy","Physical","2.24","Dark, NE","1.65","Four single attacks (0.56 each), [Desperate Madness] and [Radiant Shield: 100%/125%/150%/175%/200%/225%/250%/275%/300%] scaling with uses to the user","Y","Lowest HP% enemy","50","Darkness","死にもの狂い","30510911"
"Seifer","Sorceress's Knight","","Downfall","PHY","Single enemy","Physical","2.20","Dark, NE","1.65","One single attack (2.20), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","50","Darkness","大物喰らい","30510912"
"Seifer","Brutal Takedown","","Mad Blade","PHY","Single enemy","Physical","2.55","Dark, Fire","1.65","Five single attacks (0.51 each), damages the user for 10% max HP","Y","Lowest HP% enemy","50","Darkness","狂剣","30512581"
"Seifer","Brutal Takedown","","Dire Speed","PHY","Single enemy","Physical","1.50","Dark, Fire","1.65","Three single attacks (0.50 each), grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","50","Darkness","忌速","30512582"
"Laguna","Split Laser","","Rapid Punishment","PHY","Random enemies","Physical","2.00","Lightning, NE","1.65","Four random ranged attacks (0.50 each), causes [Paralyze] (7%) and [Silence] (7%)","Y","Random enemies","50","Machinist","ピヨピヨグチの刑","30511421"
"Laguna","Split Laser","","Miraculous Vision","PHY","Single enemy","Physical","1.85","Lightning, NE","1.65","One single ranged attack (1.85), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","妖精さんの奇跡","30511422"
"Laguna","Freezing Beam","","Blizzard Bomb","PHY","Single enemy","Physical","1.96","Ice, NE","1.65","Four single ranged attacks (0.49 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Machinist","ブリザドボム","30512351"
"Laguna","Freezing Beam","","Faeries' Gift","PHY","Single enemy","Physical","1.85","Ice, NE","1.65","One single ranged attack (1.85), grants [Machinist Instant Cast 2] to the user","Y","Lowest HP% enemy","50","Machinist","妖精さんのみりき","30512352"
"Edea","Maelstrom","","Glamour of Ice","BLK","Single enemy","Magical","12.00","Ice, Dark","1.65","3/4/5/6 single attacks (2.00 each) at 726/1133/1205 MAG","Y","Lowest HP% enemy","50","Black Magic","呪氷連撃","30510941"
"Edea","Maelstrom","","Astral Force","BLK","All enemies","Magical","6.18","Ice, Dark","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","アストラル・フォース","30510942"
"Raijin","Raijin Special","","Lurking Tiger","PHY","Lowest HP% ally","","","","1.65","Restores HP for 40% of the target's maximum HP","Y","Lowest HP% ally","50","Monk","伏虎練気","30510931"
"Raijin","Raijin Special","","Raijin Detonate","PHY","Single enemy","Physical","2.16","Lightning, NE","1.65","4/5/6/7/8/9/10 single attacks (0.54/0.92/1.17/1.40/1.62/1.86/2.05 each) scaling with Lurking Tiger uses, reset","Y","Lowest HP% enemy","50","Monk","雷神爆裂撃","30510932"
"Fujin","Metsu","","Shitsu","BLK","Single enemy","Magical","9.00","Wind, NE","0.83","Four single attacks (2.25 each)","Y","Lowest HP% enemy","50","Black Magic","疾","30510921"
"Fujin","Metsu","","Hakai","BLK","Single enemy","Magical","8.70","Wind, NE","0.83","One single attack (8.70), [RES -30%] for 15 seconds","Y","Lowest HP% enemy","50","Black Magic","破","30510922"
"Kiros","Exsanguination","","Armor Lapse","PHY","Single enemy","Physical","1.80","Dark, Ice","0.83","One single attack (1.80), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Support","アーマーペイン","30511991"
"Kiros","Exsanguination","","Mental Lapse","NAT","Single enemy","Physical","1.80","Dark, Ice","0.83","One single attack (1.80), [RES -50%] for 15 seconds","Y","Random enemy without status","50","Support","メンタルペイン","30511992"
"Ward","Massive Anchor","","Quickening Leap","PHY","All enemies","Physical","1.30","Earth, Wind","1.65","Two group ranged jump attacks (0.65 each), cast time 1.650/1.485/1.155/0.825/0.495/0.165 scaling with uses","Y","All enemies","50","Dragoon","ヘビーグランダー","30512001"
"Ward","Massive Anchor","","Massive Presence","PHY","All enemies","Physical","1.30","Earth, Wind","1.65","Two group ranged attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Dragoon","マッシヴフォーム","30512002"
"Ultimecia","True Maelstrom","","Winds of Ruin","BLK","Single enemy","Magical","4.40","Wind, Dark","1.65","Two single attacks (2.20 each)","Y","Lowest HP% enemy","50","Black Magic","終焉の風","30512571"
"Ultimecia","True Maelstrom","","Sorceress's Decree","BLK","Single enemy","Magical","6.90","Wind, Dark","1.65","3/4/5/6 single attacks (2.30/2.35/2.40/3.00 each) scaling with Winds of Ruin uses","Y","Lowest HP% enemy","50","Black Magic","魔女の審判","30512572"
"Zidane","Stellar Circle 5","","Mug Power","PHY","Single enemy","Physical","2.00","NE","1.20","One single attack (2.00), [ATK -40%] for 20 seconds, [ATK +50%] to the user for 20 seconds","Y","Random enemy without status","50","Thief","力をぶんどる【IX】","30510131"
"Zidane","Stellar Circle 5","","Mug Defense","PHY","Single enemy","Physical","2.00","NE","1.20","One single attack (2.00), [DEF -40%] for 20 seconds, [DEF +50%] to the user for 20 seconds","Y","Random enemy without status","50","Thief","守りをぶんどる【IX】","30510132"
"Zidane","Solution 9","","Swift Steel","PHY","Single enemy","Physical","2.40","Wind, NE","1.20","Two single ranged attacks (1.20 each), causes [Swift Steel -10%/-20%/-30%/-30%], grants [Swift Steel +10%/+20%/+30%/+30%] to the user","Y","Random enemy without status","50","Thief","スイフトスティール","30511561"
"Zidane","Solution 9","","Thief's Offering","PHY","Single enemy","Physical","2.40","Wind, NE","1.20","Two single ranged attacks (1.20 each), grants [Swift Steel +0%/10%/20%/30%] to all allies scaling with Swift Steel uses, reset","Y","Lowest HP% enemy","50","Thief","義賊の施し","30511562"
"Garnet","Dagger of Resolve","","Healing Light","WHT","Single","Magical","4.00","Holy","1.65","Restores HP (105), removes negative effects, damages undeads","Y","Lowest HP% ally","50","White Magic","癒やしの光","30510141"
"Garnet","Dagger of Resolve","","Ramuh's Judgment","SUM","All enemies","Magical","8.00","Lightning, Holy","1.65","Two group attacks (4.00 each), minimum damage 1100","N","All enemies","50","Summoning","雷帝の裁き","30510142"
"Garnet","Trial by Lightning","","Summon Ramuh","NAT","Lowest HP% ally","","","","1.65","Restores HP for 40% of the target's maximum HP, grants [Summon Ramuh] to the user","N","Lowest HP% ally","50","Summoning","ラムウ召喚","30511191"
"Garnet","Trial by Lightning","","Summon Ramuh (S)","SUM","All enemies","Magical","5.40","Lightning, NE","1.65","Two group attacks (2.70 each), min. 1100, restores HP to all allies for 30% of their max. HP, removes [Summon Ramuh] to the user","N","All enemies","50","Summoning","ラムウ召喚","30511191"
"Garnet","Trial by Lightning","","Glimmering Peridot","SUM","Single enemy","Magical","10.48","Lightning, NE","1.65","Four single attacks (2.62 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","ぺリドットの光輝","30511192"
"Garnet","Trial by Lightning","","Glimmering Peridot (S)","SUM","Single enemy","Magical","13.10","Lightning, NE","1.65","Five single attacks (2.62 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","ぺリドットの光輝","30511192"
"Vivi","Proof of Existence","","Doublecast Fira","BLK","Single enemy","Magical","8.96","Fire, NE","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","W魔法・ファイラ","30510311"
"Vivi","Proof of Existence","","Doublecast Fira All","BLK","All enemies","Magical","6.28","Fire, NE","1.65","Two group attacks (3.14 each)","Y","All enemies","50","Black Magic","W魔法・全体ファイラ","30510312"
"Vivi","Magic Fury","","Glimmering Hope","BLK","Single enemy","Magical","8.72","Fire, Lightning, Ice","1.65","Four single attacks (2.18 each)","Y","Lowest HP% enemy","50","Black Magic","瞬くいのち","30511551"
"Vivi","Magic Fury","","Shining Spirit","BLK","All enemies","Magical","7.80","Fire, NE","1.65","Two group attacks (3.90 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","煌くこころ","30511552"
"Steiner","Knight's Honor","","Scorching Blade","PHY","Single enemy","Physical","2.08","Fire","1.65","Four single attacks (0.52 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","烈火剣","30510751"
"Steiner","Knight's Honor","","Flame Break","PHY","All enemies","Physical","1.26","Fire","1.65","Two group attacks (0.63 each), three attacks if exploiting elemental weakness","Y","All enemies","50","Combat","フレイムブレイク","30510752"
"Steiner","Knight's Oath","","Elemental Blade","PHY","Single enemy","Physical","2.40","Fire, Lightning, Ice","1.65","Four single attacks (0.60 each)","Y","Lowest HP% enemy","50","Spellblade","エレメントソード","30512141"
"Steiner","Knight's Oath","","Elemental Threat","PHY","All enemies","Physical","1.66","Fire, Lightning, Ice","1.65","Two group attacks (0.83 each)","Y","All enemies","50","Spellblade","エレメントハザード","30512142"
"Freya","Dragon's Crest","","Petal Storm","PHY","Single enemy","Physical","1.96","Wind, NE","1.65","Two single ranged attacks (0.98 each), grants [No Air Time 2] to the user","Y","Lowest HP% enemy","50","Dragoon","風華","30510771"
"Freya","Dragon's Crest","","Dragon Leech","PHY","Single enemy","Physical","1.96","Wind, NE","1.65","Two single ranged attacks (0.98 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Dragoon","ドラゴンドロー","30510772"
"Quina","Pumpkin Head","","Consume Power","PHY","Single enemy","Physical","2.10","NE","1.65","One single attack (2.10), [ATK and DEF -20%] for 15 seconds","Y","Random enemy","50","Support","イーティングパワー","30511201"
"Quina","Pumpkin Head","","Cuisine Magic","PHY","Single enemy","Physical","2.10","NE","1.65","One single attack (2.10), [MAG and RES -20%] for 15 seconds","Y","Random enemy","50","Support","クッキングマジック","30511202"
"Quina","Angel's Banquet","","Frog Rain","PHY","Single enemy","Physical","2.20","Water, NE","1.65","Four single attacks (0.55 each), restores HP (60) to the lowest HP% ally","Y","Lowest HP% enemy","50","Support","フロッグショット","30513101"
"Quina","Angel's Banquet","","Juicy Energy","NAT","Self","","","","1.65","[MND +20%] for 25 seconds, grants [Quick Cast 3]","Y","Self","50","Support","ジューシーエナジー","30513102"
"Eiko","Prayer of the Lost","","Eiko's Aid","WHT","Single ally","Magical","4.00","Holy","1.65","Restores HP (105), grants [Physical Blink 1], damages undeads","Y","Lowest HP% ally","50","White Magic","エーコのおうえん","30510301"
"Eiko","Prayer of the Lost","","Wayfarer's Hymn","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","旅立ちの歌","30510302"
"Amarant","Fists of Flame","","Flying Fire Fist","PHY","Single enemy","Physical","1.96","Fire, NE","1.65","Four single ranged attacks (0.49 each), 50% additional critical damage","Y","Lowest HP% enemy","50","Monk","飛炮拳","30511211"
"Amarant","Fists of Flame","","Sundowner Kick","PHY","All enemies","Physical","1.30","Fire, NE","1.65","Two group ranged attacks (0.65 each), 50% additional critical damage","Y","All enemies","50","Monk","陽炎脚","30511212"
"Beatrix","Knight Protector","","Bulwark Blade","PHY","Single enemy","Physical","2.50","Holy","1.65","Two single attacks (1.25 each), grants [Sentinel] to the user","Y","Lowest HP% enemy","50","Knight","守護の剣","30510151"
"Beatrix","Knight Protector","","Sworn Blade","PHY","Single enemy","Physical","2.70","NE","1.65","Two single attacks (1.35 each), [RES +40%] to the user for 20 seconds","Y","Random enemy","50","Knight","忠誠の剣","30510152"
"Beatrix","Seiken Thunder Slash","","Banishing Shock","PHY","Single enemy","Physical","1.71","Holy, Lightning","1.65","Three single attacks (0.57 each), removes positive effects","Y","Lowest HP% enemy","50","Knight","バニシュショック","30512381"
"Beatrix","Seiken Thunder Slash","","Divine Hazard","PHY","Single enemy","Physical","1.96","Holy, Lightning","1.65","Four single attacks (0.49 each), grants [Knight +15% Boost 2] to the user","Y","Lowest HP% enemy","50","Knight","セイントハザード","30512382"
"Kuja","Force Symphony","","Clutch Shot","BLK","Single enemy","Magical","8.16","Dark, NE","1.65","Four single attacks (2.04 each), 2.86 multiplier if the user has any Doom","Y","Lowest HP% enemy","50","Black Magic","スナッチショット","30510761"
"Kuja","Force Symphony","","Burst Energy","BLK","All enemies","Magical","5.88","Dark, NE","1.65","Two group attacks (2.94 each), 4.12 multiplier if the user has any Doom","Y","All enemies","50","Black Magic","バーストエナジー","30510762"
"Kuja","Corrupt Refrain","","Soul Thruster","BLK","Single enemy","Magical","8.00","Dark, NE","0.83","Four single attacks (2.00 each), causes [Doom Timer -3] to the user","Y","Lowest HP% enemy","50","Darkness","ソウルスラスター","30512651"
"Kuja","Corrupt Refrain","","Dark Ensemble","BLK","Single enemy","Magical","14.30","Dark, NE","1.65","2/3/4/5 single attacks (2.86 each) if the user's Doom timer is below 40/25/15","Y","Lowest HP% enemy","50","Darkness","ダークアンサンブル","30512652"
"Marcus","Poison Impulse","","Poisoned Magic","PHY","Single enemy","Physical","1.80","Wind, Poison","0.83","Two single attacks (0.90 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Thief","マジックポイズン","30512131"
"Marcus","Poison Impulse","","Poisoned Armor","PHY","Single enemy","Physical","1.80","Wind, Poison","0.83","Two single attacks (0.90 each), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Thief","アーマーポイズン","30512132"
"Tidus","Abes All-star","","Volley Shot","PHY","Single enemy","Physical","2.16","Water, NE","1.65","Four single ranged attacks (0.54 each)","Y","Lowest HP% enemy","50","Combat","ボレーシュート","30510091"
"Tidus","Abes All-star","","Spin Ball","PHY","All enemies","Physical","1.50","Water, NE","1.65","Two group ranged attacks (0.75 each)","Y","All enemies","50","Combat","スピンボール","30510092"
"Tidus","Sonic Strike","","Dash Shot","PHY","Single enemy","Physical","2.16","Water, NE","0.83","Four single ranged attacks (0.54 each)","Y","Lowest HP% enemy","50","Sharpshooter","ダッシュシュート","30512091"
"Tidus","Sonic Strike","","Invigorating Shot","PHY","Single enemy","Physical","1.68","Water, NE","1.65","Two single ranged attacks (0.84 each), grants [Sharpshooter +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Sharpshooter","エナジーショット","30512092"
"Yuna","Trigger Happy","","Scattershot","NAT","All enemies","Magical","8.00","NE","1.65","Two group attacks (4.00 each)","N","All enemies","50","Special","マルチショット","30510021"
"Yuna","Trigger Happy","","Soul Spring","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (15), damages undeads","N","All allies","50","White Magic","命の泉","30510022"
"Yuna","Tenets of the Fayth","","Valefor","SUM","Self","","","","1.65","Grants [Summon Valefor]","N","Self","50","Summoning","ヴァルファーレ召喚","30510781"
"Yuna","Tenets of the Fayth","","Valefor (S)","SUM","All enemies","Magical","19.20","NE","1.65","Four group attacks (4.80 each), minimum damage 1100, removes [Summon Valefor] to the user","N","All enemies","50","Summoning","ヴァルファーレ召喚","30510781"
"Yuna","Tenets of the Fayth","","Breath of the Heavens","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","N","All allies","50","White Magic","天来の息吹","30510782"
"Yuna","Tenets of the Fayth","","Breath of the Heavens (S)","SUM","All enemies","Magical","4.80","NE","1.65","One group attack (4.80), minimum damage 1100, restores HP (25) to all allies","N","All enemies","50","Summoning","天来の息吹","30510782"
"Wakka","Assault Reels","","Wither Tackle","PHY","Single enemy","Physical","2.30","NE","1.65","One single ranged attack (2.30), [MAG -50%] for 15 seconds","Y","Random enemy","50","Support","ウィザータックル","30510391"
"Wakka","Assault Reels","","Pile Wither","PHY","Single enemy","Physical","2.30","NE","1.65","One single ranged attack (2.30), [ATK -40%] for 15 seconds","Y","Random enemy","50","Support","パイルウィザー","30510392"
"Wakka","Dual Buster","","Wither Magic","PHY","Single enemy","Physical","2.20","Water, NE","1.65","Two single ranged attacks (1.10 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","ウィザーマジック","30513001"
"Wakka","Dual Buster","","Wither Defense","PHY","Single enemy","Physical","2.20","Water, NE","1.65","Two single ranged attacks (1.10 each), [DEF -40%] for 15 seconds","Y","Random enemy without status","50","Support","ウィザーディフェンス","30513002"
"Lulu","Triple Threat","","Freezing Flame","BLK","Single enemy","Magical","10.48","Ice, Fire","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","氷結ファイア","30510801"
"Lulu","Triple Threat","","Freezing Water","BLK","Single enemy","Magical","10.48","Ice, Water","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","氷結ウォータ","30510802"
"Kimahri","Aqua Breath (X)","","Liquid Drain","PHY","Single enemy","Physical","1.88","Water, NE","1.65","Four single ranged attacks (0.47 each), restores HP to the lowest HP% ally for 25% of their maximum HP","Y","Lowest HP% enemy","50","Combat","ドレインリキッド","30511351"
"Kimahri","Aqua Breath (X)","","Liquid Osmose","PHY","Single enemy","Physical","1.60","Water, NE","1.65","Two single ranged attacks (0.80 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Combat","アスピルリキッド","30511352"
"Rikku","Machinations","","Shockstorm","PHY","All enemies","Physical","1.40","Water, Lightning","1.65","Two group ranged attacks (0.70 each), causes [Stun] (11%)","Y","All enemies","50","Machinist","ショックストーム","30510271"
"Rikku","Machinations","","Anti-Power/Armor Shell","PHY","Single enemy","Physical","2.00","NE","1.65","Two single ranged attacks (1.00 each), [ATK and DEF -20%] for 20 seconds, [ATK and DEF +20%] to the user for 20 seconds","Y","Lowest HP% enemy","50","Machinist","反パワー&アーマー弾","30510272"
"Rikku","Team Bomb","","Flash Flood","PHY","Single enemy","Physical","1.88","Water, NE","0.83","Four single ranged attacks (0.47 each)","Y","Lowest HP% enemy","50","Machinist","フラッシュフラッド","30512451"
"Rikku","Team Bomb","","Waterfall","PHY","Single enemy","Physical","1.72","Water, NE","1.65","Two single ranged attacks (0.86 each), [ATK -50%] for 20 seconds, [ATK +50%] to the user for 20 seconds","Y","Lowest HP% enemy","50","Machinist","ウォーターフォール","30512452"
"Auron","Bushido","","Guardian's Resolve","PHY","Single enemy","Physical","2.40","NE","1.65","One single attack (2.40), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","50","Samurai","覚悟を決めろ","30510381"
"Auron","Bushido","","Decisive Instant","PHY","All enemies","Physical","1.82","NE","1.65","Two group attacks (0.91 each), grants [Retaliate] to the user for 15 seconds","Y","All enemies","50","Samurai","決断する時","30510382"
"Auron","Tornado","","Incandesce","PHY","Single enemy","Physical","2.16","Fire, NE","1.65","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Samurai","灼炎","30511331"
"Auron","Tornado","","Crimson Lotus","PHY","Single enemy","Physical","1.96","Fire, NE","1.65","Two single attacks (0.98 each), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","50","Samurai","紅蓮","30511332"
"Auron","Fiery Heart","","Fangcrush Blade","PHY","Single enemy","Physical","2.20","Fire, NE","1.65","Two single attacks (1.10 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Samurai","牙砕の太刀","30512661"
"Auron","Fiery Heart","","Spellbreak Blade","PHY","Single enemy","Physical","2.20","Fire, NE","1.65","Two single attacks (1.10 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Samurai","魔断の太刀","30512662"
