"Type","Target","Formula","Multiplier","Element","Time","Effects","Auto Target","SB","Max","ID"
"NAT","Self","","","","1.65","Grants [ATK and DEF +50%] to the user for 5 seconds, grants [HP Stock (2000)] and [Monk High Quick Cast 2]","Self","100","10","30191201"
"PHY","Single enemy","Physical","4.00","Lightning","1.65","Five single attacks (0.80 each), cast time 1.65/1.10/0.825 scaling with uses","Lowest HP% enemy","80","10","30191211"
"PHY","Single enemy","Physical","6.60","Ice","1.65","4/6 single attacks (1.10 each) if the user hasn't/has any Damage Reduction Barrier, grants [40% Damage Reduction Barrier 1] to the user","Lowest HP% enemy","90","10","30191221"
"PHY","Single enemy","Physical","4.40","Fire, Earth","1.65","Five single ranged attacks (0.88 each)","Lowest HP% enemy","90","10","30191231"
"PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191241"
"PHY","Single enemy","Physical","4.00","Ice","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Lowest HP% enemy","90","10","30191251"
"PHY","Single enemy","Physical","5.50","Earth","1.65","Five single attacks (1.10 each), grants [40% Damage Reduction Barrier 1] to the user","Lowest HP% enemy","90","10","30191261"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191271"
"PHY","Single enemy","Physical","5.50","Fire","1.65","Five single attacks (1.10 each), restores 1500 HP to the lowest HP% ally","Lowest HP% enemy","90","10","30191281"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191291"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191301"
"PHY","Single enemy","Physical","7.10","Lightning","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30191311"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30191321"
"PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191331"
"PHY","Single enemy","Physical","6.30","Earth","1.65","Six single attacks (1.05/1.15 each) if Ursula isn't/is alive","Lowest HP% enemy","90","10","30191341"
"PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each), cast time 0.825 if Yang is alive","Lowest HP% enemy","90","10","30191351"
"PHY","Single enemy","Physical","7.10","Ice","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30191361"
"PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191371"
"PHY","Single enemy","Physical","5.75","Earth, Fire, Lightning","1.65","Five single attacks (0.95/1.00/1.05/1.10/1.15 each) scaling with uses, causes [DEF, RES and MND -15% (8s)] to the user","Lowest HP% enemy","90","10","30191381"
"PHY","Single enemy","Physical","5.50","Lightning, Ice, NE","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30191391"
"PHY","Single enemy","Physical","5.50","Earth","1.65","Five single attacks (1.10 each), causes [Imperil Earth 10% (5s)]","Lowest HP% enemy","90","10","30191401"
"PHY","Single enemy","Physical","4.00","Earth","1.65","Four single attacks (1.00 each), grants [Monk Quick Cast 2] to the user","Lowest HP% enemy","90","10","30191411"
"NAT","Single enemy","Hybrid","-","Earth, Lightning","1.65","Five single ranged hybrid attacks (1.10 or 3.50 each)","Lowest HP% enemy","90","10","30191421"
"PHY","Single enemy","Physical","4.00","Fire","1.65","Four single attacks (1.00 each), grants [Monk Quick Cast 2] to the user","Lowest HP% enemy","90","10","30191431"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191441"
"PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30191451"
"PHY","Single enemy","Physical","7.10","Ice","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30191461"
"PHY","Single enemy","Physical","4.00","Fire","1.65","Four single attacks (1.00 each), grants the user [Monk Quick Cast 2]","Lowest HP% enemy","90","10","30191471"
"PHY","Single enemy","Physical","4.00","Ice","1.65","Four single attacks (1.00 each), grants the user [Monk Quick Cast 2]","Lowest HP% enemy","90","10","30191481"
"PHY","Single enemy","Physical","?","Lightning","?","Six single attacks (? each)","Lowest HP% enemy","?","10","30191491"
"NAT","Single enemy","Hybrid","4.40","Earth, Lightning","1.65","Four single ranged hybrid attacks (1.10 or 3.60 each), causes [Imperil Earth 10% (5s)] and [Imperil Lightning 10% (5s)] to the target","Lowest HP% enemy","90","10","30191501"
"PHY","Single enemy","Physical","1.40","-","1.20","One single attack (1.40), heals the user for 30% of the damage dealt","Highest HP% enemy","60","10","30201001"
"PHY","Single enemy","","","","1.20","Causes [Slow] (50%), if successful grants [Haste] to the user","Random enemy without status","65","10","30201011"
"PHY","Single enemy","","","","1.20","[DEF -40%] for 20 seconds, [DEF +50%] to the user for 20 seconds","Random enemy","75","10","30201021"
"PHY","Single enemy","","","","1.20","[ATK -40%] for 20 seconds, [ATK +50%] to the user for 20 seconds","Random enemy without status","75","10","30201031"
"PHY","Single enemy","Physical","2.60","-","1.20","Two single attacks (1.30 each), causes [Slow] (100%), grants [Haste] to the user","Random enemy without status","95","10","30201041"
"PHY","Single enemy","Physical","3.50","-","1.20","1/2/3/4/5 single attacks (0.70 each) at 140/150/160/170 SPD, heals the user for 30% of the damage dealt","Highest HP% enemy","95","10","30201051"
"PHY","Single enemy","Physical","3.20","-","1.20","Two single attacks (1.60 each), [ATK and DEF -30%] for 20 seconds, [ATK and DEF +30%] to the user for 20 seconds","Random enemy without status","100","10","30201061"
"PHY","Single enemy","Physical","3.40","Wind","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Lowest HP% enemy","65","10","30201071"
"PHY","Single enemy","Physical","3.40","Poison","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Lowest HP% enemy","65","10","30201081"
"PHY","Single enemy","Physical","2.80","Fire","1.20","Four single attacks (0.70~1.20 each scaling with HP%)","Lowest HP% enemy","65","10","30201091"
"PHY","Single enemy","Physical","4.00","Fire","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","80","10","30201101"
"PHY","Single enemy","Physical","4.00","Wind","1.20","Five single attacks (0.80 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","80","10","30201111"
"PHY","Single enemy","Physical","3.40","Fire","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Lowest HP% enemy","65","10","30201121"
"PHY","Single enemy","Physical","3.20","Water","1.20","Four single attacks (0.80 each), causes [Imperil Water 10% (15s)] every second activation","Lowest HP% enemy","80","10","30201131"
"PHY","Single enemy","Physical","3.40","Water","1.20","Four single attacks (0.85 each), 0.95 multiplier when equipping a dagger","Lowest HP% enemy","65","10","30201141"
"PHY","Single enemy","Physical","4.00","Fire","1.20","Four single attacks (1.00 each), causes [ATK and DEF -50% (8s)], grants [ATK and DEF +50%] for 8 seconds to the user","Random enemy without status","80","10","30201151"
"PHY","Single enemy","Physical","4.00","Water","1.20","Four single attacks (1.00 each), causes [ATK and DEF -50% (8s)], grants [ATK and DEF +50%] for 8 seconds to the user","Random enemy without status","80","10","30201161"
"PHY","Single enemy","Physical","4.00","Fire","0.83","Four single attacks (1.00 each), grants [Buff Fire 10% (15s)] to the user every second activation","Lowest HP% enemy","80","10","30201171"
"PHY","Single enemy","Physical","6.60","Wind","1.20","Six single attacks (1.10 each)","Lowest HP% enemy","80","10","30201181"
"PHY","Single enemy","Physical","5.50","Water, Poison","1.20","Five single attacks (1.10 each), causes [ATK and MAG -50% (8s)] every second activation","Lowest HP% enemy","80","10","30201191"
"PHY","Single enemy","Physical","5.50","Wind","1.20","Five single attacks (1.10 each), causes [Imperil Wind 10% (5s)]","Lowest HP% enemy","80","10","30201201"
"PHY","Single enemy","Physical","4.00","Wind, Fire","1.20","Four single ranged attacks (1.00 each), causes [ATK and MAG -50% (8s)], grants [ATK and MAG +50% (8s)] to the user","Lowest HP% enemy","80","10","30201211"
"PHY","Single enemy","Physical","5.50","Wind, Poison","0.01","Five single attacks (1.10 each)","Lowest HP% enemy","70","10","30201221"
"PHY","Single enemy","Physical","5.50","Water","1.20","Five single attacks (1.10 each), causes [Imperil Water 10% (5s)]","Lowest HP% enemy","80","10","30201231"
"PHY","Single enemy","Physical","6.60","Wind, Poison","2.40","Six single attacks (1.10 each), cast time 2.40/2.00/1.60/1.20 scaling with uses","Lowest HP% enemy","90","10","30201241"
"PHY","Single enemy","Physical","5.10","Poison","1.20","4/5/6 single attacks (0.85 each) if the user used 0/3/5 damaging actions","Lowest HP% enemy","80","10","30201251"
"PHY","Single enemy","Physical","3.20","Poison","1.20","Four single attacks (0.80 each), causes [Imperil Poison 10% (15s)] every second activation","Lowest HP% enemy","80","10","30201261"
"PHY","Single enemy","Physical","6.60","Fire","1.20","Six single ranged attacks (1.10 each)","Lowest HP% enemy","80","10","30201271"
"PHY","Single enemy","Physical","5.50","Wind, Fire","1.20","Five single ranged attacks (1.10 each)","Lowest HP% enemy","80","10","30201281"
"PHY","Single enemy","Physical","6.60","Fire","1.20","Six single attacks (1.10 each)","Lowest HP% enemy","80","10","30201291"
"PHY","Single enemy","Physical","?","Wind","?","Seven single attacks (? each)","Lowest HP% enemy","?","10","30201301"
"NAT","Single enemy","Hybrid","-","Wind","1.20","Four/Five/Six/Seven single ranged hybrid attacks (1.10 or 3.60 each) with 0-2/3-4/5-6/7+ damaging actions taken","Lowest HP% enemy","80","10","30201311"
"NAT","Self","","","","1.65","Grants [Protect]","Self","60","12","30211001"
"NAT","Self","","","","1.65","Grants [Draw Fire] for 25 seconds","Self","65","10","30211002"
"PHY","Single","","","","1.65","Damages for 2 * (user's maximum HP - user's current HP)","Random enemy","75","10","30211011"
"PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [RES +50%] to the user for 20 seconds","Lowest HP% enemy","65","10","30211021"
"NAT","Self","","","","1.65","Grants [Magic Lure] for 25 seconds","Self","75","10","30211031"
"NAT","Single ally","","","","1.65","[DEF and RES +50%] for 25 seconds","Random ally without status","65","10","30211041"
"PHY","Single","Physical","2.00","Holy","1.65","One single attack (2.00), removes positive effects","Lowest HP% enemy","70","10","30211051"
"PHY","Single","Physical","2.80","-","1.65","One single attack (2.80), damage scales with both ATK and DEF","Lowest HP% enemy","75","10","30211061"
"PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), [DEF +50%] to the user for 20 seconds","Lowest HP% enemy","65","10","30211071"
"PHY","Single enemy","Physical","3.40","Holy","1.65","Two single attacks (1.70 each), removes negative effects to the user, grants [High Regen] to the user","Lowest HP% enemy","75","10","30211081"
"PHY","All enemies","Physical","3.90","Holy","1.65","Three group attacks (1.30 each), damage scales with both ATK and DEF","All enemies","90","10","30211091"
"PHY","Single enemy","Physical","3.20","Earth","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Lowest HP% enemy","75","10","30211101"
"PHY","Single enemy","Physical","4.00","Holy","1.65","3/4/5 single attacks (0.80 each) at 0/798/2736 DEF","Lowest HP% enemy","75","10","30211111"
"PHY","Single enemy","Physical","3.20","Holy","1.65","Two single attacks (1.60 each), grants [Draw Fire] to the user for 25 seconds","Lowest HP% enemy","75","10","30211121"
"PHY","Single enemy","Physical","4.00","Earth","1.65","3/4/5 single attacks (0.80 each) at 0/798/2736 DEF","Lowest HP% enemy","75","10","30211131"
"PHY","Single enemy","Physical","3.55","Holy","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Lowest HP% enemy","75","10","30211141"
"PHY","Single enemy","Physical","3.55","Earth","1.65","Five single attacks (0.71 each), [DEF -30%] to the user for 20 seconds","Lowest HP% enemy","75","10","30211151"
"PHY","Single enemy","Physical","4.00","Holy","1.65","Five single attacks (0.80 each), restores 2000 HP to the lowest HP% ally","Lowest HP% enemy","90","10","30211161"
"PHY","Single enemy","Physical","4.25","Earth","1.65","Five single attacks (0.85/0.90/0.95 each) at 0/798/2736 DEF, grants [DEF +100%] to the user for 25 seconds","Lowest HP% enemy","90","10","30211171"
"NAT","Single enemy","Hybrid","-","Holy","1.65","Five single hybrid attacks (1.10 or 3.55 each)","Lowest HP% enemy","90","10","30211181"
"PHY","Single enemy","Physical","7.10","Holy","1.65","One single ranged attack (7.10) capped at 99999, 100% hit rate","Lowest HP% enemy","90","10","30211201"
"PHY","Single enemy","Physical","5.50","Holy, Dark, Earth","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30211191"
"PHY","Single enemy","Physical","4.00","Holy","1.65","Four single ranged attacks (1.00 each), grants [Buff Holy 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","10","30211211"
"PHY","Single enemy","Physical","4.00","Holy, Earth","1.65","Five single attacks (0.80 each), grants [20% Damage Reduction Barrier 1] to the user","Lowest HP% enemy","90","10","30211221"
"PHY","Single enemy","Physical","4.00","Earth","1.65","Four single attacks (1.00 each), grants [Buff Earth 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","10","30211241"
"PHY","Single enemy","Physical","6.60","Earth","3.30","Six single attacks (1.10 each), grants [20% Damage Reduction Barrier 1] to the user, cast time 3.30/2.475/1.650 scaling with uses","Lowest HP% enemy","90","10","30211251"
"PHY","Single enemy","Physical","4.00","Holy","1.65","Four single attacks (1.00 each), grants [High Quick Cast 1] to the user","Lowest HP% enemy","90","10","30211261"
"PHY","Single enemy","Physical","5.50","Holy","1.65","Five single attacks (1.10 each), causes [Imperil Holy 10% (5s)]","Lowest HP% enemy","90","10","30211271"
"PHY","Single enemy","Physical","3.00","Wind, Holy","1.65","3/5 single attacks (1.00 each) if the user hasn't/has any Damage Reduction Barrier, grants [40% Damage Reduction Barrier 1] to the user","Lowest HP% enemy","90","10","30211281"
"PHY","Single enemy","Physical","6.60","Holy","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30211291"
"PHY","Single enemy","Physical","7.10","Earth, Holy","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30211311"
"PHY","Single enemy","Physical","4.00","Holy, Ice","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Lowest HP% enemy","90","10","30211301"
"PHY","Single enemy","Physical","4.00","Holy, Fire","1.65","Four single attacks (1.00 each), grants [HP Stock (2000)] to the user","Lowest HP% enemy","90","10","30211321"
"PHY","Single enemy","Physical","7.10","Earth, Holy","1.65","One single attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30211331"
"PHY","Single enemy","Physical","4.00","Holy","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Lowest HP% enemy","90","10","30211341"
"NAT","All allies","","","","1.65","Restores 1000 HP","All allies","180","10","30211351"
"PHY","Single enemy","Physical","5.50","Earth, Holy","3.30","Five single attacks (1.10 each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with uses, causes [Imperil Earth 10% (5s)] and [Imperil Holy 10% (5s)]","Lowest HP% enemy","90","10","30211361"
"PHY","Single enemy","Physical","6.60","Holy","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30211371"
"PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30211381"
"PHY","Single enemy","Physical","5.50","Holy, Fire","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30211391"
"PHY","Single enemy","Physical","5.50","Earth, Holy","3.30","Five single attacks (1.10 each), causes [Imperil Earth 10% (5s)] and [Imperil Holy 10% (5s)] ","Lowest HP% enemy","90","10","30211401"
"PHY","Single enemy","Physical","6.30","Earth","1.65","Six single attacks (1.05/1.10/1.15 each) at 0/1000/4500 DEF","Lowest HP% enemy","90","10","30211421"
"PHY","Single enemy","Physical","5.50","Wind, Holy","1.65","Four single attacks (1.10 each), followed by one single attack (1.10) with additional 20% critical damage","Lowest HP% enemy","90","10","30211411"
"PHY","Single enemy","Physical","6.60","Holy","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30211431"
"PHY","Single enemy","Physical","6.60","Earth, Holy","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30211441"
"PHY","Single enemy","Physical","6.60","Holy","1.65","Six single attacks (1.1 each)","Lowest HP% enemy","90","10","30211461"
"PHY","Single enemy","Physical","6.60","Holy, Ice","1.65","Six single attacks (1.1 each)","Lowest HP% enemy","90","10","30211451"
"PHY","Single enemy","Physical","6.60","Earth, Holy","1.65","Six single attacks (1.1 each)","Lowest HP% enemy","90","10","30211471"
"PHY","Single enemy","Physical","4.75","Holy","1.65","5 single attacks (0.85/0.90/0.95), at 0/798/2736 DEF, DEF +100% to user","Lowest HP% enemy","90","10","30211481"
"NAT","Self","","","","1.65","Grants [Retaliate] for 15 seconds","Self","80","10","30221001"
"PHY","Single","Physical","1.60","-","1.65","One single attack (1.60), causes [Instant KO] (30%)","Highest HP% enemy","65","10","30221011"
"PHY","All enemies","Physical","1.50","-","1.65","One group attack (1.50), causes [Blind] (20%)","All enemies","75","10","30221021"
"PHY","All enemies","Physical","2.66","-","1.65","Two group attacks (1.33 each), 100% hit rate, cast time 1.650/1.485/1.155/0.825/0.495 scaling with uses","All enemies","100","10","30221031"
"PHY","Single","Physical","2.20","-","1.65","One single attack (2.20), causes [Sap] to the user, [ATK +30%] to the user for 20 seconds","Lowest HP% enemy","75","10","30221041"
"PHY","All enemies","Physical","1.50","-","1.65","One group attack (1.50), causes [Silence] (20%)","All enemies","50","10","30221051"
"PHY","All enemies","Physical","1.60","Fire","1.65","One group attack (1.60)","All enemies","70","10","30221061"
"PHY","All enemies","Physical","3.30","Dark, NE","1.65","Three group attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","All enemies","90","10","30221081"
"PHY","Single enemy","Physical","3.20","Ice","1.65","Four single attacks (0.80 each), grants [Hailstorm] to the user for 20 seconds","Lowest HP% enemy","75","10","30221091"
"PHY","Single enemy","Physical","3.00","Fire","1.65","Four single attacks (0.75 each), 50% additional critical chance if user has [Retaliate] or [High Retaliate]","Lowest HP% enemy","75","10","30221101"
"PHY","Single enemy","Physical","2.00","Fire","1.65","Two single attacks (1.00 each), grants [Retaliate] to the user","Lowest HP% enemy","75","10","30221111"
"PHY","Single enemy","Physical","3.00","Ice","1.65","Four single attacks (0.75 each), 50% additional critical chance if user has [Retaliate] or [High Retaliate]","Lowest HP% enemy","75","10","30221121"
"PHY","Single enemy","Physical","2.00","Ice","1.65","Two single attacks (1.00 each), grants [Retaliate] to the user","Lowest HP% enemy","75","10","30221131"
"PHY","Single enemy","Physical","3.20","Fire","1.65","Four single attacks (0.80 each), grants [Hailstorm] to the user for 20 seconds","Lowest HP% enemy","75","10","30221141"
"PHY","Single enemy","Physical","3.55","Fire","1.65","Five single attacks (0.71 each), 20% additional critical chance, grants [Iai Bargain] to the user for 20 seconds","Lowest HP% enemy","75","10","30221151"
"PHY","Single enemy","Physical","3.55","Ice","1.65","Five single attacks (0.71 each), 20% additional critical chance, grants [Iai Bargain] to the user for 20 seconds","Lowest HP% enemy","75","10","30221161"
"PHY","Single enemy","Physical","4.25","Fire","1.65","Five single attacks (0.85 each), 50% additional critical chance if the user has [Retaliate] or [High Retaliate]","Lowest HP% enemy","90","10","30221171"
"PHY","Single enemy","Physical","4.25","Ice","1.65","Five single attacks (0.85 each), 50% additional critical chance if the user has [Retaliate] or [High Retaliate]","Lowest HP% enemy","90","10","30221181"
"PHY","All enemies","Physical","4.40","Fire, Ice","1.65","Five single attacks (0.74~0.88 each scaling with targets)","All enemies","90","10","30221191"
"PHY","Single enemy","Physical","4.25","Fire, Ice","1.65","Five single attacks (0.85 each), grants [Retaliate] to the user for 15 seconds","Lowest HP% enemy","90","10","30221201"
"PHY","Single enemy","Physical","4.00","Holy, Ice, Fire","1.65","Four single attacks (1.00 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","90","10","30221211"
"PHY","Single enemy","Physical","5.70","Ice, Water","1.65","Six single attacks (0.95 each), 100% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Lowest HP% enemy","90","10","30221221"
"PHY","Single enemy","Physical","7.10","Fire","3.30","One single attack (7.10) capped at 99999, causes [ATK, DEF, MAG and RES -50% (15s)] to the target","Lowest HP% enemy","90","10","30221231"
"PHY","Single enemy","Physical","5.70","Fire","1.65","Six single attacks (0.95 each), 100% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Lowest HP% enemy","90","10","30221241"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Lowest HP% enemy","90","10","30221251"
"PHY","Single enemy","Physical","6.90","Fire","1.65","Six single attacks (1.05/1.15 each) if user hasn't/has [Retaliate] or [High Retaliate], 50% additional critical chance if user has [Retaliate] or [High Retaliate], removes [Retaliate] and [High Retaliate] from the user","Lowest HP% enemy","90","10","30221261"
"PHY","Single enemy","Physical","5.50","Holy, Ice, Fire","1.65","Five single attacks (1.10 each)","Lowest HP% enemy","90","10","30221271"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30221281"
"PHY","Single enemy","Physical","7.00","Fire","3.30","Seven single attacks (1.00 each)","Lowest HP% enemy","90","10","30221291"
"PHY","Single enemy","Physical","6.60","Ice","1.65","Six single attacks (1.10 each), grants [Retaliate] to the user for 15 seconds","Lowest HP% enemy","90","10","30221301"
"PHY","Single enemy","Physical","7.10","Ice","1.65","One single attack (7.10) capped at 99999, grants [Retaliate] to the user","Lowest HP% enemy","90","10","30221311"
"PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30221321"
"PHY","Single enemy","Physical","?","Fire","?","Four single attacks (? each), grants [Samurai Quick Cast 2] to the user","Lowest HP% enemy","?","10","30221331"
"PHY","Single enemy","Physical","?","Fire","?","Four single attacks (? each), grants [Samurai Quick Cast 2] to the user","Lowest HP% enemy","90","10","30221341"
"PHY","All enemies","Physical","4.50","Dark","1.65","Five group attacks (0.6~0.9 each scaling with targets)","All enemies","90","10","30221351"
"PHY","Single","Physical","1.40","-","1.65","One single ranged attack (1.40)","Highest HP% enemy","60","10","30231001"
"PHY","Random enemies","Physical","2.20","-","1.65","Six random ranged attacks (0.37 each)","Random enemies","75","10","30231011"
"NIN","All enemies","Magical","21.00","Lightning","0.83","One group attack (21.00), ignores RES","All enemies","60","12","30231021"
"NIN","All enemies","Magical","21.00","Water","0.83","One group attack (21.00), ignores RES","All enemies","60","12","30231031"
"PHY","Single","Physical","2.10","-","1.65","One single attack (2.10), causes [Sap] (25%)","Random enemy without status","75","10","30231041"
"NIN","All enemies","Magical","21.00","Fire","0.83","One group attack (21.00), ignores RES","All enemies","60","12","30231051"
"NIN","Single","Magical","39.00","-","0.83","One single attack (39.00), ignores RES, causes [Sleep] (50%)","Random enemy without status","75","10","30231061"
"PHY","All enemies","Physical","2.38","-","0.83","Two group attacks (1.19 each), causes [Sap] (17%)","All enemies","95","10","30231071"
"NIN","All enemies","Magical","26.00","Wind","0.83","One group attack (26.00), ignores RES","All enemies","70","10","30231081"
"PHY","Single enemy","Physical","3.00","-","0.01","Two single attacks (1.50 each), grants [Stitch in Time] to the user for 15 seconds","Lowest HP% enemy","90","10","30231091"
"NIN","Single","Magical","52.00","Fire","0.83","Two single attacks (26.00 each), ignores RES","Lowest HP% enemy","65","10","30231101"
"NIN","Single","Magical","52.00","Wind","0.83","Two single attacks (26.00 each), ignores RES","Lowest HP% enemy","65","10","30231111"
"PHY","Single enemy","Physical","2.00","Water","0.83","Two single attacks (1.00 each), grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","65","10","30231121"
"PHY","Single enemy","Physical","4.90","Water","0.83","3/5/7 single attacks (0.70 each) if the user has Physical Blink 0/1/2","Lowest HP% enemy","65","10","30231131"
"PHY","Single enemy","Physical","2.00","Dark","0.83","Two single attacks (1.00 each), grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","65","10","30231141"
"PHY","Single enemy","Physical","4.90","Dark","0.83","3/5/7 single attacks (0.70 each) if the user has Physical Blink 0/1/2","Lowest HP% enemy","65","10","30231151"
"PHY","Single enemy","Physical","2.00","Earth","0.83","Two single attacks (1.00 each), grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","65","10","30231161"
"PHY","Single enemy","Physical","4.90","Earth","0.83","3/5/7 single attacks (0.70 each) if the user has Physical Blink 0/1/2","Lowest HP% enemy","65","10","30231171"
"PHY","Single enemy","Physical","6.30","Water","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231181"
"PHY","Single enemy","Physical","6.30","Earth","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231185"
"PHY","Single enemy","Physical","10.16","Dark","0.83","Four single ranged attacks (1.10 each) followed by one single ranged attack (5.76) that ignores DEF, 100% hit rate","Lowest HP% enemy","80","10","30231191"
"PHY","Single enemy","Physical","6.30","Dark","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231201"
"NAT","Self","","","","0.01","Grants [Physical Blink 2], [Physical Blink Stacking 2] and [Ninja Instant Cast 1]","Self","90","10","30231211"
"NAT","Single enemy","Hybrid","-","Water, Fire, Lightning","0.83","4/5/6 single hybrid attacks (1.10 or 525.00 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231221"
"PHY","Single enemy","Physical","6.72","Water, Earth","2.10","4/4/8 single ranged attacks (0.84 each) if the user has Physical Blink 0/1/2","Lowest HP% enemy","90","10","30231231"
"PHY","Single enemy","Physical","5.50","Ice, Dark","0.83","Five single attacks (1.10 each)","Lowest HP% enemy","80","10","30231261"
"NAT","Single enemy","Hybrid","-","Earth, Wind, Poison","0.83","4/5/6 single hybrid attacks (1.10 or 525.00 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231251"
"PHY","Single enemy","Physical","7.00","Earth","0.83","3/5/7 single attacks (1.00 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231241"
"PHY","Single enemy","Physical","6.60","Dark, Ice","0.83","4/5/6 single attacks (1.10 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231271"
"PHY","Single enemy","Physical","6.60","Water, Earth","0.83","4/5/6 single attacks (1.10 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Lowest HP% enemy","80","10","30231281"
"NAT","Single enemy","Hybrid","-","Fire, Lightning, Wind","0.83","5 single hybrid attacks (0.9 or 457.50 each)","Lowest HP% enemy","80","10","30301201"
"NAT","Single enemy","Hybrid","-","Poison","0.83","5 single ranged hybrid attacks (0.9 or 457.50 each)","Lowest HP% enemy","80","10","30231301"
"NAT","Single enemy","Hybrid","-","Poison","","4 single-target Bio hybrid attacks & single-target Bio piercing hybrid attack","Lowest HP% enemy","?","10","30231311"
